Unique ID,Country IDs,Country Names,Age,Industry,Years of Experience,Job Title,Education,Knows English,Number of Connections,Endorsements,Profile Picture,Volunteer Experience,WFH,Company Type,Company Size,YOE in Current Company,Received Promotion,Number of People Under,Salary
244,3,India,30,Others,7,Marketing Associate,Bachelor,0,79,1,1,0,0,Non-profit,1000,5,0,0,38596.93
245,2,UK,35,Others,20,Professor,Bachelor,1,8,0,1,1,0,Non-profit,100,2,1,46,93895.59
246,2,UK,29,Finance,3,Product Manager,Master,1,374,21,0,0,1,Government,100,0,1,4,93480.29
247,3,India,34,Finance,1,Product Manager,PhD,0,963,75,0,1,0,Private,1000,0,0,11,149788.5
248,2,UK,34,Finance,9,Product Manager,PhD,1,812,73,1,0,1,Private,10,8,1,4,277892.8
249,5,Australia,29,Manufacturing,26,Data Scientist,PhD,1,799,11,1,1,0,Startup,1000,13,0,0,289566.3
250,3,India,35,Others,1,Data Scientist,Master,0,322,7,1,0,1,Public,10,0,0,0,43696.32
251,5,Australia,34,Retail,21,Product Manager,PhD,1,787,28,1,1,0,Public,10000,8,1,23,298959.6
252,5,Australia,29,Healthcare,12,Software Engineer,Bachelor,1,227,15,0,0,1,Public,10,10,0,0,111646.1
253,3,India,24,Finance,6,Doctor,Bachelor,0,80,5,1,1,1,Private,1000,5,0,0,39122.09
254,4,Canada,31,Education,0,Professor,Bachelor,1,5,0,1,0,0,Startup,1000,0,1,25,74165.81
255,4,Canada,27,Others,10,Product Manager,Bachelor,1,272,21,0,0,0,Startup,10,3,0,45,156065.4
256,2,UK,25,Education,20,Doctor,Bachelor,1,86,1,1,1,1,Public,100,10,1,0,82426.34
257,3,India,23,Retail,12,Professor,Bachelor,0,36,0,1,1,0,Private,1000,3,1,26,46015.34
258,5,Australia,25,Healthcare,22,Software Engineer,Master,1,914,73,0,0,0,Public,10000,2,1,0,243447.4
259,4,Canada,34,Tech,20,Doctor,Bachelor,1,13,0,1,0,0,Non-profit,1000,1,1,0,69945.94
260,4,Canada,31,Manufacturing,13,Data Scientist,Master,1,213,9,1,1,0,Startup,10,12,0,0,110897
261,2,UK,34,Manufacturing,33,Software Engineer,Bachelor,1,243,1,1,1,1,Government,10,26,1,0,131967.4
262,2,UK,26,Education,0,Data Scientist,Bachelor,1,468,12,0,1,1,Startup,1000,0,0,0,102752.8
263,2,UK,30,Finance,9,Doctor,Bachelor,1,72,1,0,1,0,Startup,1000,3,1,0,78565.86
264,2,UK,35,Finance,3,Business Analyst,PhD,1,131,12,0,1,,Public,1000,1,0,0,91597.85
265,3,India,25,Others,9,,Bachelor,0,145,8,1,1,1,Private,10,2,1,0,42708.76
266,1,USA,24,Healthcare,8,Professor,Bachelor,1,21,1,0,1,0,Public,10,4,0,1,72990.71
267,4,Canada,27,Tech,19,Sales Associate,Bachelor,1,80,5,0,0,1,Public,10000,16,0,0,101830.7
268,2,UK,27,Finance,13,Business Analyst,Bachelor,1,262,4,0,0,1,Private,1000,1,0,0,79068.78
269,5,Australia,33,Finance,23,Product Manager,Bachelor,1,749,35,1,0,0,Public,10,8,0,6,205680.2
270,4,Canada,27,Education,7,Business Analyst,PhD,1,493,43,1,0,0,Government,10,0,1,0,148047.6
271,2,UK,25,Retail,19,Sales Associate,Bachelor,1,93,3,0,1,1,Startup,10000,16,1,0,111002.6
272,2,UK,27,Finance,12,Data Scientist,PhD,1,898,28,1,0,0,Government,10000,9,0,0,220309.8
273,3,India,31,Manufacturing,2,Data Scientist,Master,0,366,9,1,1,0,Private,10000,0,0,0,46222.19
274,1,USA,30,Finance,4,Doctor,Bachelor,1,35,2,1,0,1,Private,1000,0,0,0,65566.45
275,1,USA,33,Finance,13,Doctor,Bachelor,1,56,1,1,0,0,Non-profit,10,4,1,0,76109.74
276,3,India,32,Tech,23,Product Manager,PhD,0,658,6,0,1,1,Public,10,5,1,21,126112.6
277,5,Australia,35,Manufacturing,9,Data Scientist,Bachelor,1,194,17,1,1,0,Public,1000,5,1,0,96926.49
278,1,USA,31,Healthcare,7,Software Engineer,Master,1,255,7,0,1,0,Non-profit,100,3,1,0,92372.42
279,5,Australia,32,Manufacturing,30,Sales Associate,Bachelor,1,53,3,1,1,1,Non-profit,10,4,1,0,89180.08
280,4,Canada,35,Healthcare,15,Professor,Bachelor,1,68,1,1,0,1,Public,1000,2,1,20,77012.73
281,4,Canada,35,Tech,11,Professor,Bachelor,1,81,0,0,0,1,Public,100,2,0,30,92482.97
282,1,USA,28,Tech,9,Product Manager,Bachelor,1,797,7,0,1,0,Public,1000,3,1,35,208325.3
283,1,USA,34,Retail,1,Business Analyst,Bachelor,1,401,27,1,1,0,Startup,10000,0,0,0,127507.9
284,4,Canada,35,Retail,26,Software Engineer,Bachelor,1,984,10,1,0,1,Private,10,,1,0,99052.09
285,4,Canada,32,Education,11,Product Manager,Bachelor,1,366,12,1,0,1,Startup,10,0,0,30,132217.2
286,1,USA,24,Tech,16,Marketing Associate,Bachelor,1,44,3,0,0,1,Government,1000,3,1,0,92450.17
287,4,Canada,31,Finance,26,Business Analyst,Master,1,251,10,0,1,0,Startup,10000,22,0,0,151288.9
288,1,USA,34,Others,11,Marketing Associate,Bachelor,1,81,4,1,0,1,Government,10000,5,1,0,80783.64
289,3,India,31,Manufacturing,1,Software Engineer,Master,0,907,37,1,0,0,Startup,1000,0,1,0,95637.73
,2,UK,29,Healthcare,25,Doctor,Bachelor,1,61,0,1,0,0,Public,10,16,1,0,91483.73
291,1,USA,23,Manufacturing,8,Data Scientist,PhD,1,538,5,0,1,1,Startup,1000,4,1,0,175763.7
292,5,Australia,35,Manufacturing,25,Business Analyst,PhD,1,459,9,1,0,0,Startup,100,23,0,0,262612.4
293,1,USA,23,Manufacturing,1,Data Scientist,Bachelor,1,217,11,1,1,0,Government,1000,0,0,0,80166.5
294,4,Canada,25,Manufacturing,12,Business Analyst,Master,1,797,38,1,1,0,Startup,1000,4,1,0,180120
295,5,Australia,26,Manufacturing,23,Data Scientist,Master,1,957,88,0,1,1,Government,100,18,0,0,357169.3
296,5,Australia,35,Retail,20,Professor,Bachelor,1,50,4,1,0,1,Government,10000,9,0,8,97800.06
297,2,UK,25,Others,17,Sales Associate,Bachelor,1,91,5,1,0,0,Non-profit,100,7,1,0,79877.08
298,1,USA,24,Tech,8,Business Analyst,Bachelor,1,862,47,0,0,1,Private,100,0,1,0,206421.1
299,3,India,34,Retail,0,Data Scientist,Bachelor,0,123,0,0,0,1,Startup,1000,0,1,0,41033.26
300,5,Australia,32,Manufacturing,2,Professor,Bachelor,1,33,1,0,0,1,Public,10,0,1,11,67444.42
301,5,Australia,28,Manufacturing,6,Doctor,Bachelor,1,30,2,1,0,1,Non-profit,10,5,1,0,71098.95
302,3,India,29,Healthcare,20,Data Scientist,PhD,0,908,62,0,1,1,Government,1000,3,0,0,152395.7
303,5,Australia,24,Manufacturing,5,Professor,Bachelor,1,36,1,1,0,0,Private,10,0,0,36,85789.46
304,4,Canada,35,Others,22,Sales Associate,Bachelor,1,91,1,0,0,1,Startup,100,10,0,0,97170.02
305,3,India,33,Manufacturing,22,Business Analyst,Bachelor,0,477,1,1,0,0,Government,10000,6,0,0,60568.32
306,4,Canada,34,Retail,20,Professor,Bachelor,1,80,0,0,0,0,Non-profit,10,3,1,2,70287.59
307,1,USA,35,Manufacturing,7,Professor,Bachelor,1,83,2,1,0,0,Non-profit,1000,6,0,43,112657
308,1,USA,31,Finance,1,Sales Associate,Bachelor,1,53,0,1,0,1,Public,10,0,0,0,63805.5
309,1,USA,34,Retail,30,Marketing Associate,Bachelor,1,25,0,0,0,1,Startup,10,20,1,0,132786
310,4,Canada,35,Finance,12,Data Scientist,Master,1,492,27,1,1,1,Private,100,7,0,0,120767.8
311,5,Australia,30,Finance,5,Data Scientist,PhD,1,129,9,1,1,0,Public,10000,2,1,0,99854.6
312,5,Australia,34,Manufacturing,21,Product Manager,PhD,1,925,8,0,0,0,Startup,100,18,0,15,351279.4
313,3,India,30,Tech,5,Sales Associate,Bachelor,0,79,5,1,0,0,Public,10000,,1,0,99052.09
314,3,India,26,Finance,16,Marketing Associate,Bachelor,0,64,1,0,0,1,Startup,10,10,1,0,53050.01
315,5,Australia,27,Education,11,Business Analyst,Master,1,860,61,0,1,0,Non-profit,100,10,0,0,229857.3
316,2,UK,32,Finance,30,Professor,Bachelor,1,51,4,0,1,1,Government,10000,5,1,46,118960.9
317,4,Canada,29,Healthcare,23,Data Scientist,PhD,1,544,17,0,0,0,Private,1000,6,0,0,160866.3
318,4,Canada,32,Tech,8,Sales Associate,Bachelor,1,55,3,0,0,0,Public,10,4,1,0,72786.45
319,4,Canada,29,Others,5,Business Analyst,PhD,1,239,12,1,0,0,Non-profit,10,2,1,0,98763.92
320,2,Canada,27,Retail,15,Product Manager,Master,1,598,50,1,0,1,Public,1000,2,1,9,157147.8
321,3,India,34,Healthcare,0,Marketing Associate,Bachelor,0,86,7,1,1,0,Public,10,0,0,0,34853.4
322,3,India,24,Healthcare,9,Marketing Associate,Bachelor,0,98,0,0,1,0,Public,10000,5,0,0,39942.2
323,4,Canada,25,Finance,15,Business Analyst,PhD,1,573,25,0,1,1,Non-profit,10000,12,1,0,182259.7
324,3,India,23,Healthcare,20,Business Analyst,PhD,0,471,27,1,1,0,Startup,100,16,0,0,139874.9
325,4,Canada,23,Healthcare,12,Sales Associate,Bachelor,1,96,8,1,1,1,Private,10,11,1,0,81722.79
326,5,Australia,33,Tech,4,Business Analyst,Master,1,833,1,0,0,1,Public,10,1,0,0,130535.6
327,5,Australia,30,Finance,28,Software Engineer,Bachelor,1,296,19,1,0,1,Public,10,1,0,0,114733.4
328,3,India,29,Tech,17,Marketing Associate,Bachelor,0,53,4,1,1,1,Government,10,13,0,0,55053.6
329,2,UK,25,Manufacturing,3,Data Scientist,Master,1,267,10,0,0,0,Government,1000,1,0,0,75828.18
330,3,India,33,Finance,20,Sales Associate,Bachelor,0,56,1,0,1,1,Government,100,5,0,0,42136.49
331,1,USA,34,Healthcare,6,Software Engineer,PhD,1,210,13,0,1,1,Private,10,5,1,0,124758.3
332,4,Canada,32,Retail,9,Data Scientist,PhD,1,429,9,0,0,0,Government,1000,4,0,0,119613.9
333,1,USA,33,Finance,31,Data Scientist,Master,1,423,1,0,1,0,Private,1000,25,1,0,169214.9
334,3,India,35,Retail,25,Product Manager,Master,0,302,10,1,0,1,Private,10000,12,0,8,72265.57
335,5,Australia,31,Finance,16,Software Engineer,Master,1,995,41,1,0,1,Government,100,13,0,0,239434.8
336,4,Canada,31,Others,4,Sales Associate,Bachelor,1,22,0,1,0,1,Startup,10,3,1,0,67470.27
337,3,India,25,Manufacturing,14,Software Engineer,Master,0,384,29,1,1,1,Startup,100,1,1,0,75886.04
338,2,UK,24,Others,13,Marketing Associate,Bachelor,1,88,2,0,1,0,Startup,100,3,0,0,82828.46
339,3,India,33,Tech,17,Doctor,Bachelor,0,86,4,1,1,1,Startup,10,16,1,0,72957.78
340,2,UK,35,Finance,1,Product Manager,Master,1,616,0,1,1,0,Startup,10000,0,1,3,104364.8
341,5,Australia,25,Others,15,Professor,Bachelor,1,84,3,1,1,0,Public,10000,0,0,20,90046.84
342,2,UK,34,Retail,22,Data Scientist,PhD,1,696,66,1,1,0,Startup,100,4,0,0,303694.8
343,1,USA,30,Finance,10,Data Scientist,Master,1,802,69,0,0,0,Startup,1000,5,0,0,265408.9
344,1,USA,29,Retail,22,Doctor,Bachelor,1,93,0,1,0,0,Public,10,7,1,0,90706.61
345,1,USA,29,Others,17,Data Scientist,Bachelor,1,211,14,1,1,0,Startup,100,2,0,0,120583.6
346,1,USA,25,Education,3,Software Engineer,Master,1,536,10,1,0,0,Non-profit,100,1,1,0,106440.3
347,1,USA,34,Finance,19,Professor,Bachelor,1,14,0,1,0,1,Government,100,10,1,25,109155.9
348,2,UK,24,Tech,14,Sales Associate,Bachelor,1,68,4,0,1,1,Private,100,2,1,0,79488.4
349,1,USA,28,Education,22,Sales Associate,Bachelor,1,87,4,0,0,0,Government,1000,1,0,0,83391.5
350,4,Canada,29,Retail,4,Marketing Associate,Bachelor,1,3,0,0,0,1,Public,10000,0,0,0,51652.45
351,2,UK,32,Healthcare,20,Doctor,Bachelor,1,57,4,0,0,0,Non-profit,1000,14,1,0,87226.38
352,5,Australia,35,Healthcare,30,Doctor,Bachelor,1,50,4,0,0,0,Public,10,21,0,0,116446.8
353,2,UK,32,Finance,12,Data Scientist,Bachelor,1,746,55,1,1,0,Government,1000,6,1,0,174091.2
354,3,India,26,Tech,15,Data Scientist,PhD,0,686,1,0,1,1,Public,100,1,1,0,90253.52
355,5,Australia,32,Finance,1,Marketing Associate,Bachelor,1,78,5,0,0,1,Non-profit,100,0,0,0,66986.49
356,1,USA,34,Healthcare,4,Doctor,Bachelor,1,12,0,0,1,1,Government,1000,2,1,0,64968.37
357,1,USA,27,Finance,19,Professor,Bachelor,1,18,0,1,0,1,Startup,10,6,1,0,98296.2
358,3,India,34,Finance,0,Software Engineer,Master,0,547,43,1,1,1,Government,1000,0,1,0,65962.85
359,1,USA,25,Healthcare,17,Data Scientist,Master,1,188,9,0,1,0,Non-profit,10,0,1,0,92714.02
360,5,Australia,24,Others,17,Data Scientist,Bachelor,1,940,48,0,0,1,Government,10,0,1,0,195838.1
361,5,Australia,29,Healthcare,17,Doctor,Bachelor,1,28,0,0,0,1,Government,10,15,1,0,92525.18
362,5,Australia,23,Others,7,Sales Associate,Bachelor,1,22,0,1,0,0,Startup,100,0,0,0,75567.28
363,2,UK,25,Education,8,Product Manager,Master,1,284,3,0,0,0,Private,100,6,1,9,91037.28
364,2,UK,29,Education,18,Marketing Associate,Bachelor,1,8,0,1,0,1,Non-profit,100,15,0,0,80156.47
365,5,Australia,26,Tech,5,Marketing Associate,Bachelor,1,82,5,1,0,1,Government,10,0,1,0,78022.15
366,2,UK,30,Retail,2,Professor,Bachelor,1,13,0,1,0,1,Public,10000,0,0,4,55748.55
367,2,UK,28,Others,3,Software Engineer,Bachelor,1,611,27,0,0,0,Non-profit,100,2,0,0,113120.8
368,4,Canada,33,Others,0,Data Scientist,Bachelor,1,342,12,0,1,0,Public,100,0,1,0,75905.03
369,2,UK,33,Retail,25,Professor,Bachelor,1,27,1,1,1,0,Private,10,6,1,6,78099.08
370,4,Canada,25,Tech,20,Sales Associate,Bachelor,1,52,0,1,0,1,Non-profit,10,14,1,0,93959.3
371,4,Canada,29,Healthcare,1,Marketing Associate,,1,50,1,0,0,1,Public,10,0,1,0,53074.74
372,2,UK,29,Others,14,Sales Associate,Bachelor,1,78,5,1,1,1,Non-profit,10,11,0,0,81550.87
373,2,UK,33,Tech,4,Marketing Associate,Bachelor,1,15,0,0,0,1,Startup,1000,2,1,0,77563.85
374,2,UK,34,Tech,6,Data Scientist,Master,1,337,2,1,1,0,Private,100,5,1,0,95875.19
375,1,USA,24,Others,17,Product Manager,Master,1,278,25,1,1,0,Public,10000,0,1,10,123702.5
376,4,Canada,32,Education,29,Data Scientist,Bachelor,1,195,10,0,0,1,Private,10000,16,0,0,110950.4
377,1,USA,33,Others,1,Business Analyst,Master,1,495,3,0,1,0,Private,10000,0,1,0,92768.82
378,5,Australia,23,Healthcare,16,Sales Associate,Bachelor,1,93,8,1,0,0,Startup,10,3,0,0,102228.5
379,2,UK,24,Education,2,Professor,Bachelor,1,73,4,0,1,0,Public,10,0,1,10,64876.67
380,5,Australia,26,Finance,14,Sales Associate,Bachelor,1,8,0,0,1,1,Non-profit,100,13,0,0,83815.21
381,1,USA,26,Healthcare,10,Doctor,Bachelor,1,47,1,0,1,1,Startup,100,3,0,0,89530.13
382,4,Canada,24,Manufacturing,17,Data Scientist,Bachelor,1,741,3,1,0,0,Non-profit,1000,5,0,0,116145.1
383,3,India,34,Tech,24,Professor,Bachelor,0,25,1,0,1,1,Public,100,12,0,32,72083.26
384,2,UK,26,Tech,5,Sales Associate,Bachelor,1,77,2,0,0,1,Private,1000,2,0,0,72189.84
385,5,Australia,27,Healthcare,25,Business Analyst,PhD,1,922,85,1,1,0,Non-profit,100,15,0,0,439847.7
386,5,Australia,26,Others,21,Data Scientist,Bachelor,1,676,59,0,0,0,Startup,1000,15,0,0,291093.4
387,5,Australia,32,Manufacturing,8,Doctor,Bachelor,1,96,7,0,1,1,Private,1000,5,1,0,80028.86
388,1,USA,32,Retail,8,Business Analyst,PhD,1,685,14,0,0,0,Public,10000,7,0,0,186860.5
389,1,USA,28,Healthcare,1,Business Analyst,Bachelor,1,278,4,1,1,0,Startup,100,0,0,0,97129.37
390,3,India,29,Tech,5,Sales Associate,Bachelor,0,59,0,1,1,0,Private,1000,0,0,0,38008.89
391,1,USA,31,Retail,0,Doctor,Bachelor,1,51,4,0,1,1,Private,100,0,0,0,64972.37
392,4,Canada,33,Tech,0,Sales Associate,Bachelor,1,89,5,0,1,0,Government,10,0,1,0,65318.21
393,4,Canada,32,Healthcare,11,Sales Associate,Bachelor,1,83,2,1,0,1,Public,10,4,1,0,66609.65
394,5,Australia,34,Retail,6,Product Manager,PhD,1,418,17,0,1,0,Government,1000,3,1,39,195003.7
395,2,UK,28,Finance,14,Marketing Associate,Bachelor,1,99,1,1,1,1,Private,10,8,1,0,76823.52
396,5,Australia,28,Others,5,Product Manager,Bachelor,1,349,10,1,0,0,Startup,1000,3,1,3,116042.6
397,4,Canada,31,Education,28,Doctor,Bachelor,1,64,2,1,0,0,Non-profit,1000,23,0,0,101039.2
398,4,Canada,27,Healthcare,16,Data Scientist,PhD,1,584,57,0,1,1,Government,10000,10,1,0,222750.5
399,4,Canada,28,Others,21,Software Engineer,Bachelor,1,470,21,0,0,0,Non-profit,1000,0,1,0,107803.2
400,5,Australia,23,Finance,20,Data Scientist,PhD,1,391,17,1,1,1,Government,100,4,1,0,158204.5
401,3,India,26,Manufacturing,18,Business Analyst,Master,0,189,4,0,1,1,Startup,10,7,0,0,60171.98
402,2,UK,24,Tech,5,Software Engineer,PhD,1,524,14,0,0,0,Private,1000,3,0,0,148313.8
403,3,India,29,Tech,3,Business Analyst,PhD,0,146,0,1,0,0,Non-profit,10,2,1,0,55615.53
404,3,India,31,Healthcare,10,Business Analyst,PhD,0,802,24,1,1,1,Non-profit,10,2,0,0,99958.18
405,2,UK,29,Others,10,Sales Associate,Bachelor,1,29,0,1,1,1,Non-profit,1000,2,0,0,61568.59
406,4,Canada,26,Manufacturing,9,Sales Associate,Bachelor,1,57,2,1,0,0,Non-profit,1000,2,0,0,61762.13
407,4,Canada,27,Healthcare,7,Doctor,Bachelor,1,55,4,1,1,0,Private,10,0,1,0,57831.46
408,5,Australia,28,Education,0,Professor,Bachelor,1,99,0,1,0,0,Non-profit,1000,0,1,21,77114.42
409,5,Australia,31,Healthcare,0,Product Manager,Bachelor,1,833,80,1,0,1,Private,10,0,1,19,228799.5
410,3,India,34,Tech,28,Marketing Associate,Bachelor,0,20,0,1,0,0,Private,100,25,0,0,68276.44
411,2,UK,25,Tech,14,Product Manager,Master,1,154,1,1,0,0,Private,1000,6,0,13,100791.5
412,2,UK,32,Others,31,Product Manager,Master,1,476,35,1,0,0,Government,1000,29,0,21,255154.3
413,1,USA,26,Retail,2,Product Manager,Bachelor,1,822,72,1,1,1,Non-profit,10,1,0,8,212829.9
414,1,USA,25,Others,5,Software Engineer,PhD,1,991,93,1,0,1,Non-profit,100,4,1,0,335517.4
415,3,India,32,Finance,3,Marketing Associate,Bachelor,0,64,5,0,1,1,Government,1000,0,0,0,35698.9
416,5,Australia,24,Education,3,Product Manager,Bachelor,1,357,27,1,1,1,Private,100,2,0,10,118251.3
417,4,Canada,24,Retail,13,Doctor,Bachelor,1,22,1,0,1,1,Startup,10000,1,1,0,69791.04
418,4,Canada,33,Retail,18,Data Scientist,PhD,1,333,21,0,1,1,Non-profit,1000,7,1,0,143262.4
419,3,India,31,Retail,17,Business Analyst,Master,0,787,21,0,1,0,Non-profit,10,6,1,0,85562.79
420,2,UK,33,Finance,19,Data Scientist,Master,1,886,44,0,0,0,Startup,10,4,0,0,219808.5
421,1,USA,29,Education,18,Marketing Associate,Bachelor,1,8,0,0,0,0,Public,1000,16,1,0,92581.06
422,5,Australia,33,Others,4,Software Engineer,Bachelor,1,275,22,1,0,1,Non-profit,10,1,0,0,94552.35
423,2,UK,26,Tech,11,Doctor,Bachelor,1,21,1,1,0,1,Private,100,9,1,0,80608.14
424,5,Australia,34,Retail,21,Business Analyst,Bachelor,1,566,35,1,0,0,Non-profit,100,14,1,0,186518.4
425,5,Australia,35,Retail,3,Software Engineer,Bachelor,1,304,8,0,0,1,Startup,10,0,1,0,99896.22
426,3,India,25,Retail,17,Professor,Bachelor,0,15,0,0,1,1,Private,10,11,1,42,60794.74
427,1,USA,25,Healthcare,2,Doctor,Bachelor,1,93,8,1,0,1,Government,10,1,0,0,73344.12
428,1,USA,27,Tech,19,Business Analyst,Bachelor,1,862,26,1,1,0,Private,10000,4,1,0,207172.2
429,4,Canada,33,Finance,26,Marketing Associate,Bachelor,1,79,4,0,1,1,Government,10,24,0,0,105165.8
430,2,UK,30,Finance,8,Sales Associate,Bachelor,1,50,1,1,1,0,Government,1000,4,1,0,62984.93
431,2,UK,25,Healthcare,9,Product Manager,PhD,1,235,14,1,0,1,Public,10000,6,1,29,147324.9
432,1,USA,35,Retail,14,Sales Associate,Bachelor,1,23,0,0,1,1,Government,10000,6,0,0,79021.77
433,5,Australia,27,Manufacturing,3,Business Analyst,Bachelor,1,451,38,0,1,1,Private,100,2,1,0,122727.9
434,4,Canada,27,Tech,12,Software Engineer,PhD,1,594,18,1,1,1,Government,10,0,0,0,156816.5
435,4,Canada,32,Finance,17,Software Engineer,Bachelor,1,121,10,0,0,0,Startup,10000,5,0,0,97153.54
436,5,Australia,34,Others,23,Professor,Bachelor,1,14,0,1,1,1,Government,10,6,1,29,103058.1
437,4,Canada,35,Manufacturing,17,Business Analyst,PhD,1,417,15,1,1,1,Government,10000,6,1,0,138838.7
438,5,Australia,24,Others,0,Doctor,Bachelor,1,25,0,1,0,1,Public,10,0,1,0,59860.07
439,4,Canada,28,Manufacturing,17,Doctor,Bachelor,1,82,7,0,1,0,Non-profit,10,4,1,0,73141.5
440,1,USA,26,Tech,11,Product Manager,PhD,1,936,0,0,1,1,Government,10,1,0,39,276206.8
441,4,Canada,30,Finance,8,Sales Associate,Bachelor,1,95,1,0,1,0,Private,1000,6,0,0,66618.33
442,4,Canada,27,Manufacturing,2,Software Engineer,Bachelor,1,709,48,1,1,1,Public,10000,0,1,0,128082.9
443,2,UK,33,Finance,22,Product Manager,Bachelor,1,291,28,0,0,1,Startup,1000,1,1,2,131349.8
444,4,Canada,25,Manufacturing,,Marketing Associate,Bachelor,1,70,1,0,0,1,Non-profit,1000,1,1,0,99052.09
445,5,Australia,34,Tech,15,Product Manager,Master,1,389,11,1,1,1,Private,1000,7,0,0,135147.8
446,1,USA,23,Tech,17,Marketing Associate,Bachelor,1,22,1,0,1,0,Startup,10,4,1,0,108422.9
447,4,Canada,34,Finance,13,Marketing Associate,Bachelor,1,73,3,0,1,1,Public,100,2,0,0,65323.99
448,1,USA,32,Tech,31,Doctor,Bachelor,1,23,1,0,0,1,Startup,1000,0,1,0,112073.8
449,1,USA,25,Education,3,Professor,Bachelor,1,87,2,0,0,1,Non-profit,1000,0,0,12,75930.34
450,4,Canada,25,Tech,17,Product Manager,Bachelor,1,195,0,1,1,0,Government,100,16,1,12,119354.6
451,2,UK,35,Others,3,Data Scientist,Bachelor,1,595,25,0,0,0,Non-profit,1000,2,1,0,110083.6
452,3,India,32,Healthcare,26,Marketing Associate,Bachelor,0,14,0,1,0,0,Non-profit,10,23,1,0,55345.87
453,4,Canada,29,Tech,13,Product Manager,PhD,1,525,36,1,0,0,Startup,10000,1,1,10,240345.8
454,3,India,31,Finance,25,Sales Associate,Bachelor,0,9,0,1,0,1,Private,10000,18,0,0,51420.38
455,4,Canada,32,Others,19,Sales Associate,Bachelor,1,24,1,0,0,0,Non-profit,100,7,1,0,70960.38
456,1,USA,24,Retail,18,Product Manager,PhD,1,983,0,1,1,0,Startup,100,4,0,16,276853
457,4,Canada,24,Manufacturing,12,Professor,Bachelor,1,67,2,0,0,1,Startup,10,9,0,38,120547
458,3,India,24,Others,23,Software Engineer,Bachelor,0,105,0,0,0,1,Government,10,10,0,0,49100.12
459,1,USA,23,Education,14,Business Analyst,PhD,1,931,88,1,0,1,Public,10000,0,0,0,316708.9
460,4,Canada,24,Finance,10,Product Manager,Master,1,686,56,0,1,0,Government,1000,5,1,25,199885.6
461,2,UK,30,Finance,13,Product Manager,PhD,1,970,23,0,1,0,Startup,10,2,1,27,292714.3
462,5,Australia,23,Others,13,Sales Associate,Bachelor,1,28,1,1,1,0,Government,1000,4,1,0,73597.35
463,4,Canada,29,Manufacturing,13,Sales Associate,Bachelor,1,95,0,0,1,1,Government,10,10,0,0,73738.45
464,2,UK,34,Manufacturing,19,Business Analyst,PhD,1,122,11,0,0,1,Non-profit,10000,7,0,0,114450
465,3,India,28,Healthcare,1,Software Engineer,Master,0,717,19,0,0,0,Government,1000,0,0,0,61833.9
466,2,UK,32,Finance,3,Professor,Bachelor,1,72,5,0,1,0,Startup,10,0,1,29,94051.41
467,5,Australia,35,Others,12,Professor,Bachelor,1,74,4,0,0,1,Non-profit,1000,11,1,1,89185.54
468,2,UK,31,Education,8,Professor,Bachelor,1,85,2,1,1,0,Non-profit,100,4,1,48,98193.53
469,4,Canada,28,Healthcare,19,Software Engineer,Master,1,770,43,1,0,1,Public,100,0,1,0,150517.5
470,2,UK,29,Healthcare,10,Professor,Bachelor,1,82,1,0,0,1,Government,10000,7,1,5,74986.51
471,4,Canada,31,Education,29,Data Scientist,Master,1,157,2,1,1,1,Private,10000,23,1,0,112156
472,3,India,24,Manufacturing,6,Marketing Associate,Bachelor,0,94,8,0,0,0,Public,100,0,1,0,37202.36
473,5,Australia,27,Manufacturing,20,Doctor,Bachelor,1,92,6,1,1,1,Non-profit,10000,18,0,0,109120.5
474,2,UK,28,Finance,23,Software Engineer,Bachelor,1,847,34,1,0,1,Private,10,6,1,0,177321.8
475,5,Australia,35,Healthcare,31,Software Engineer,PhD,1,643,5,1,0,0,Private,1000,12,0,0,210635.2
476,2,UK,32,Education,21,Sales Associate,Bachelor,1,94,7,1,1,0,Public,10000,19,1,0,99557.6
477,5,Australia,35,Education,13,Data Scientist,Master,1,772,40,0,1,1,Private,100,4,0,0,174702.3
478,2,UK,23,Others,7,Business Analyst,Bachelor,1,653,38,1,1,0,Government,10,2,0,0,130141.2
479,3,India,28,Others,13,Professor,Bachelor,0,28,0,1,1,1,Public,100,4,1,28,48654.12
480,3,India,29,Education,28,Software Engineer,Master,0,680,58,0,0,0,Non-profit,1000,5,0,0,110122.8
481,4,Canada,32,Healthcare,18,Sales Associate,Bachelor,1,65,0,1,1,1,Startup,100,3,1,0,81028.96
482,2,UK,24,Tech,18,Software Engineer,Master,1,355,23,1,0,1,Government,100,6,0,0,132045.5
483,3,India,24,Tech,15,Product Manager,Master,0,454,24,0,1,1,Non-profit,1000,12,1,18,104938.9
484,3,India,26,Finance,14,Doctor,Bachelor,0,98,4,0,0,1,Public,10,13,1,0,49034.85
485,5,Australia,24,Retail,1,Business Analyst,Master,1,340,9,1,1,0,Government,10,0,1,0,84496.3
